,From,To,Counts,Log2FC,Pvalue,Percentage
44,Bas-I,EC,54,-1.1769416160350241,0.9999999999995731,0.025924147863658185
45,Bas-I,FB_APOD,1,-2.1113387939517545,0.9868471912159484,0.00048007681228996637
46,Bas-I,Gra-I,7,-1.564817369534673,0.9998571616924924,0.003360537686029765
47,Bas-I,HF-CL,1,0.2462132106663293,0.5701804089419336,0.00048007681228996637
48,Bas-I,HF-HS,1,-1.454226507474763,0.9357850357303619,0.00048007681228996637
49,Bas-I,HF-IRS,7,0.9661052914735939,0.07146334048340242,0.003360537686029765
50,Bas-I,HF-Matrix,5,-1.082910385625237,0.980481235475465,0.002400384061449832
51,Bas-I,HF-ORSB,272,3.7374862957722583,0.0,0.13058089294287087
52,Bas-I,HF-TAC,9,2.0942101172212793,0.0003338776368152496,0.0043206913106096975
53,Bas-I,MELAN,6,1.5832481979439,0.01645471846851687,0.0028804608737397984
54,Bas-I,Mast,2,-2.561141711391275,0.9999081464067703,0.0009601536245799327
55,Bas-I,Mural,22,-3.4239601818488787,1.0,0.01056168987037926
56,Bas-I,SCH,0,-inf,1.0,0.0
57,Bas-I,Spi-I,230,1.3527665799345652,0.0,0.11041766682669227
58,Bas-I,Spi-mig,0,-inf,1.0,0.0
59,Bas-I,Sweat Gland,6,-0.20224729014996484,0.6874672464024897,0.0028804608737397984
60,Bas-I,actiFB,37,-2.3265126175359296,1.0,0.017762842054728757
61,Bas-I,cDC,5,0.1418765508515937,0.4741437822516602,0.002400384061449832
62,Bas-I,cMono,2,-1.8727278620571783,0.9946059554261629,0.0009601536245799327
63,Bas-I,inflamFB,37,-2.4919703616565485,1.0,0.017762842054728757
64,Bas-I,lipidMacr,0,-inf,1.0,0.0
65,Bas-I,myoFB,0,-inf,1.0,0.0
66,Bas-I,pDC,0,-inf,1.0,0.0
67,Bas-I,papiFB,111,-0.02949186746038741,0.60134245075721,0.05328852616418627
68,Bas-I,retiFB,493,-0.5945104609764431,1.0,0.23667786845895344
69,Bas-I,trMacr,8,-3.902898780040559,1.0,0.003840614498319731
70,Bas-II,AntiInfMacr,7,-2.644563834051348,0.9999999999991376,0.0011772620248906827
71,Bas-II,Bas-I,252,4.1103236681121205,0.0,0.04238143289606458
72,Bas-II,Bas-II,988,4.526505709331905,0.0,0.16616212579885636
73,Bas-II,Bas-inflamed,492,4.390068873276324,0.0,0.08274470232088799
74,Bas-II,Bas-mig,31,0.5072438071712724,0.03606808426252883,0.005213588967373024
75,Bas-II,Bas-prolif,333,1.5635130454118427,0.0,0.05600403632694248
76,Bas-II,CD4_T,9,-1.1305414132958065,0.9975877500263652,0.0015136226034308778
77,Bas-II,CD8_T,13,-0.16651653724670396,0.6982440099240939,0.002186343760511268
78,Bas-II,DS,3,-1.7481701029372845,0.9974808079134001,0.0005045408678102926
79,Bas-II,EC,171,-1.0272332271795923,1.0,0.02875882946518668
80,Bas-II,FB_APOD,6,-1.039632917097596,0.9838918387557545,0.0010090817356205853
81,Bas-II,Gra-I,45,-0.39357581912960016,0.9762749742130986,0.0075681130171543895
82,Bas-II,HF-CL,9,1.9028815882416439,0.0008239207112974434,0.0015136226034308778
83,Bas-II,HF-HS,4,-0.9674831313417606,0.9529023990531859,0.0006727211570803902
84,Bas-II,HF-IRS,5,-1.0325781595636454,0.9752558487120903,0.0008409014463504877
85,Bas-II,HF-Matrix,49,0.6966147397356114,0.0009626240940043829,0.00824083417423478
86,Bas-II,HF-ORSB,302,2.3751715699800005,0.0,0.05079044735956946
87,Bas-II,HF-TAC,12,0.9959909926331256,0.019986349273239945,0.0020181634712411706
88,Bas-II,MELAN,4,-0.5149709266442537,0.8227670596372556,0.0006727211570803902
89,Bas-II,Mast,10,-1.75247024037091,0.9999995719484307,0.0016818028927009755
90,Bas-II,Mural,116,-2.5386674292256015,1.0,0.019508913555331315
91,Bas-II,SCH,0,-inf,1.0,0.0
92,Bas-II,Spi-I,1223,2.2502285936505793,0.0,0.2056844937773293
93,Bas-II,Spi-mig,107,0.14350669508586142,0.16082965316293507,0.017995290951900438
94,Bas-II,Sweat Gland,23,0.22309554131889425,0.25609210164773744,0.0038681466532122437
95,Bas-II,actiFB,115,-2.203732556087502,1.0,0.019340733266061217
96,Bas-II,cDC,7,-0.8859532458451622,0.9736503021507681,0.0011772620248906827
97,Bas-II,cMono,9,-1.2160594844818635,0.9988795692910132,0.0015136226034308778
98,Bas-II,inflamFB,251,-1.243136797201724,1.0,0.04221325260679448
99,Bas-II,lipidMacr,0,-inf,1.0,0.0
100,Bas-II,myoFB,0,-inf,1.0,0.0
101,Bas-II,pDC,12,0.10846572189153807,0.4364266504892701,0.0020181634712411706
102,Bas-II,papiFB,358,0.14665141958676553,0.026499979005292662,0.06020854355869492
103,Bas-II,retiFB,869,-1.289998554406952,1.0,0.14614867137571477
104,Bas-II,trMacr,111,-1.62173953755745,1.0,0.01866801210898083
105,Bas-inflamed,AntiInfMacr,4,-2.614221159084174,0.999999942655126,0.0012022843402464682
106,Bas-inflamed,Bas-I,165,4.337063555882798,0.0,0.04959422903516682
107,Bas-inflamed,Bas-II,475,4.307619777990316,0.0,0.1427712654042681
108,Bas-inflamed,Bas-inflamed,393,4.903637467220468,0.0,0.11812443642921551
109,Bas-inflamed,Bas-mig,2,-2.6092549061908246,0.9999364848378287,0.0006011421701232341
110,Bas-inflamed,Bas-prolif,160,1.3437603702527214,0.0,0.04809137360985873
111,Bas-inflamed,CD4_T,6,-0.8778063169921843,0.9635469887788226,0.0018034265103697023
112,Bas-inflamed,CD8_T,5,-0.7073305634756555,0.910105435296301,0.0015028554253080854
113,Bas-inflamed,DS,0,-inf,1.0,0.0
114,Bas-inflamed,EC,141,-0.4678367926419183,0.9999877919268529,0.04238052299368801
115,Bas-inflamed,FB_APOD,6,-0.2019353200728177,0.6873129974837183,0.0018034265103697023
116,Bas-inflamed,Gra-I,38,0.200196195009089,0.21583353925151472,0.01142170123234145
117,Bas-inflamed,HF-CL,5,1.8925822787114726,0.012031667039986815,0.0015028554253080854
118,Bas-inflamed,HF-HS,7,0.6775693877406219,0.15291064727829218,0.0021039975954313195
119,Bas-inflamed,HF-IRS,10,0.8051194374611328,0.06560514337667323,0.003005710850616171
120,Bas-inflamed,HF-Matrix,54,1.67448999480865,4.11226608321158e-13,0.016230838593327322
121,Bas-inflamed,HF-ORSB,195,2.5817947414293103,0.0,0.058611361587015326
122,Bas-inflamed,HF-TAC,7,1.056081010994352,0.05500905293466918,0.0021039975954313195
123,Bas-inflamed,MELAN,1,-1.6772733296194757,0.9595027090247079,0.00030057108506161706
124,Bas-inflamed,Mast,10,-0.9147726433461317,0.9906413543911954,0.003005710850616171
125,Bas-inflamed,Mural,76,-2.3110233138848097,1.0,0.0228434024646829
126,Bas-inflamed,SCH,0,-inf,1.0,0.0
127,Bas-inflamed,Spi-I,386,1.4241745394160508,0.0,0.11602043883378418
128,Bas-inflamed,Spi-mig,3,-4.175300193569351,1.0,0.0009017132551848512
129,Bas-inflamed,Sweat Gland,47,2.091820033964297,4.440892098500626e-16,0.014126840997896002
130,Bas-inflamed,actiFB,51,-2.539099668035603,1.0,0.015329125338142471
131,Bas-inflamed,cDC,5,-0.5336824759906256,0.8484924916863379,0.0015028554253080854
132,Bas-inflamed,cMono,10,-0.22635879401203518,0.7312838250464694,0.003005710850616171
133,Bas-inflamed,inflamFB,116,-1.5190017590001457,1.0,0.03486624586714758
134,Bas-inflamed,lipidMacr,3,-2.664562277869922,0.9999989789023489,0.0009017132551848512
135,Bas-inflamed,myoFB,0,-inf,1.0,0.0
136,Bas-inflamed,pDC,4,-0.63879918180484,0.868802003184151,0.0012022843402464682
137,Bas-inflamed,papiFB,227,0.32708172663820245,0.0003682234105781834,0.06822963630898708
138,Bas-inflamed,retiFB,664,-0.8404738928496491,1.0,0.19957920048091374
139,Bas-inflamed,trMacr,51,-1.9060324649112823,1.0,0.015329125338142471
140,Bas-mig,AntiInfMacr,0,-inf,1.0,0.0
141,Bas-mig,Bas-I,0,-inf,1.0,0.0
142,Bas-mig,Bas-II,35,0.614858117573069,0.010436459729373682,0.011041009463722398
143,Bas-mig,Bas-inflamed,4,-1.6450090091820417,0.9985026036970084,0.0012618296529968455
144,Bas-mig,Bas-mig,1201,6.690504555370906,0.0,0.37886435331230284
145,Bas-mig,Bas-prolif,583,3.278923374421952,0.0,0.18391167192429023
146,Bas-mig,CD4_T,2,-2.393029791857244,0.999694726277178,0.0006309148264984228
147,Bas-mig,CD8_T,13,0.7409200856341711,0.0531428608361183,0.004100946372239748
148,Bas-mig,DS,0,-inf,1.0,0.0
149,Bas-mig,EC,74,-1.3281957535556657,1.0,0.02334384858044164
150,Bas-mig,FB_APOD,0,-inf,1.0,0.0
151,Bas-mig,Gra-I,8,-1.9779922925783997,0.9999998601019969,0.002523659305993691
152,Bas-mig,HF-CL,0,-inf,1.0,0.0
153,Bas-mig,HF-HS,0,-inf,1.0,0.0
154,Bas-mig,HF-IRS,3,-0.8621071308489769,0.9093090945217248,0.0009463722397476341
155,Bas-mig,HF-Matrix,8,-1.0106584814987218,0.9909188920032818,0.002523659305993691
156,Bas-mig,HF-ORSB,139,2.1631445262593036,0.0,0.043848580441640375
157,Bas-mig,HF-TAC,8,1.3184651147928443,0.01677812084697239,0.002523659305993691
158,Bas-mig,MELAN,0,-inf,1.0,0.0
159,Bas-mig,Mast,5,-1.8450336174900355,0.9999178631292216,0.0015772870662460567
160,Bas-mig,Mural,38,-3.241284288028713,1.0,0.011987381703470032
161,Bas-mig,SCH,0,-inf,1.0,0.0
162,Bas-mig,Spi-I,123,-0.156028966656693,0.9000802511410708,0.038801261829652996
163,Bas-mig,Spi-mig,553,3.420612001800296,0.0,0.1744479495268139
164,Bas-mig,Sweat Gland,12,0.19193270886391242,0.36167105061688065,0.0037854889589905363
165,Bas-mig,actiFB,16,-4.141785984151002,1.0,0.005047318611987382
166,Bas-mig,cDC,9,0.3840534564204211,0.2570821603288417,0.0028391167192429023
167,Bas-mig,cMono,4,-1.4785478630433009,0.9957010209622763,0.0012618296529968455
168,Bas-mig,inflamFB,83,-1.9322042969246964,1.0,0.026182965299684544
169,Bas-mig,lipidMacr,0,-inf,1.0,0.0
170,Bas-mig,myoFB,0,-inf,1.0,0.0
171,Bas-mig,pDC,1,-2.569060155948743,0.9973986793944962,0.0003154574132492114
172,Bas-mig,papiFB,68,-1.342264893546277,1.0,0.02145110410094637
173,Bas-mig,retiFB,142,-2.9960271788357957,1.0,0.044794952681388014
174,Bas-mig,trMacr,38,-2.260791267583096,1.0,0.011987381703470032
175,Bas-prolif,AntiInfMacr,31,-1.799714587782263,1.0,0.0021144533115067185
176,Bas-prolif,Bas-I,71,0.9807987220567003,1.1461943349999615e-07,0.004842780165063775
177,Bas-prolif,Bas-II,328,1.6336983403051257,0.0,0.02237228019916786
178,Bas-prolif,Bas-inflamed,154,1.412348766571799,0.0,0.010504058386194667
179,Bas-prolif,Bas-mig,495,3.2023400696911835,0.0,0.03376304481276857
180,Bas-prolif,Bas-prolif,3277,3.560302493823155,0.0,0.2235181774776618
181,Bas-prolif,CD4_T,64,0.39754144320169565,0.018346622803834478,0.0043653229656912896
182,Bas-prolif,CD8_T,57,0.66394161671676,0.0006404746114327953,0.003887865766318805
183,Bas-prolif,DS,14,-0.8277698236610223,0.9934342838875972,0.0009549143987449696
184,Bas-prolif,EC,558,-0.6229565722964885,1.0,0.03806015960712093
185,Bas-prolif,FB_APOD,23,-0.403025603821925,0.9316545137863421,0.0015687879407953072
186,Bas-prolif,Gra-I,115,-0.34193100657508524,0.9966676522256783,0.007843939703976536
187,Bas-prolif,HF-CL,5,-0.2471074603734915,0.7085591439389836,0.00034104085669463204
188,Bas-prolif,HF-HS,0,-inf,1.0,0.0
189,Bas-prolif,HF-IRS,29,0.20148259861637846,0.24883698586119096,0.0019780369688288655
190,Bas-prolif,HF-Matrix,115,0.6254028045045927,6.416835941158716e-06,0.007843939703976536
191,Bas-prolif,HF-ORSB,789,2.4586561786081944,0.0,0.05381624718641293
192,Bas-prolif,HF-TAC,24,0.69399885057294,0.01640919602937929,0.0016369961121342337
193,Bas-prolif,MELAN,11,-0.3575314500671424,0.8330305130113416,0.0007502898847281905
194,Bas-prolif,Mast,47,-0.8218016256408207,0.9999947300990227,0.003205784052929541
195,Bas-prolif,Mural,619,-1.4248449671990948,1.0,0.04222085805879544
196,Bas-prolif,SCH,4,-1.3763904773184583,0.9926190737922768,0.0002728326853557056
197,Bas-prolif,Spi-I,1462,1.2057553590154437,0.0,0.0997203464975104
198,Bas-prolif,Spi-mig,1128,2.2395989190233223,0.0,0.07693881727030898
199,Bas-prolif,Sweat Gland,40,-0.28053046191094194,0.9094825496290578,0.0027283268535570563
200,Bas-prolif,actiFB,387,-1.7550249929476525,1.0,0.026396562308164517
201,Bas-prolif,cDC,23,-0.47173835390593916,0.9593762471630034,0.0015687879407953072
202,Bas-prolif,cMono,49,-0.07326678386915322,0.6596251940696536,0.0033422003956073937
203,Bas-prolif,inflamFB,1168,-0.32684793433266457,1.0,0.07966714412386604
204,Bas-prolif,lipidMacr,24,-1.8042520169548855,0.9999999999999979,0.0016369961121342337
205,Bas-prolif,myoFB,12,-2.269475273401946,0.9999999999999638,0.0008184980560671168
206,Bas-prolif,pDC,46,0.745073035167209,0.0006577759354002843,0.0031375758815906144
207,Bas-prolif,papiFB,823,0.045592120683949126,0.17786241923835133,0.05613532501193643
208,Bas-prolif,retiFB,2122,-1.303994122366773,1.0,0.14473773958120184
209,Bas-prolif,trMacr,547,-0.6227505231751851,1.0,0.037309869722392745
210,CD4_T,AntiInfMacr,14,-0.3524127923993858,0.8522002417039272,0.005766062602965404
211,CD4_T,Bas-I,1,-2.574805213735834,0.9974570066209419,0.00041186161449752884
212,CD4_T,Bas-II,5,-1.8077823857134476,0.9998822867234852,0.002059308072487644
213,CD4_T,Bas-inflamed,4,-1.2602945904109544,0.9862236172905139,0.0016474464579901153
214,CD4_T,Bas-mig,0,-inf,1.0,0.0
215,CD4_T,Bas-prolif,49,0.09099556410775086,0.3473966936127052,0.02018121911037891
216,CD4_T,CD4_T,32,1.9916846269138437,1.2238532409725167e-10,0.013179571663920923
217,CD4_T,CD8_T,14,1.2325497083217702,0.003319548888097712,0.005766062602965404
218,CD4_T,DS,5,0.28094653288088384,0.39372063807214,0.002059308072487644
219,CD4_T,EC,144,0.016990301028784342,0.4541726196996163,0.05930807248764415
220,CD4_T,FB_APOD,3,-0.7474818754456336,0.8790389650596473,0.0012355848434925864
221,CD4_T,Gra-I,17,-0.505815032556973,0.9478044956104836,0.00700164744645799
222,CD4_T,HF-CL,2,1.0251076284512939,0.2578829315648602,0.0008237232289950577
223,CD4_T,HF-HS,0,-inf,1.0,0.0
224,CD4_T,HF-IRS,10,1.2595728820883167,0.010551954922668139,0.004118616144975288
225,CD4_T,HF-Matrix,27,1.1289434394358342,0.00019334132598836096,0.011120263591433279
226,CD4_T,HF-ORSB,7,-1.763727205635512,0.9999856546171287,0.002883031301482702
227,CD4_T,HF-TAC,7,1.5105344556215359,0.0128338086818236,0.002883031301482702
228,CD4_T,MELAN,3,0.3621426157288645,0.41314096152216795,0.0012355848434925864
229,CD4_T,Mast,43,1.6440174610957876,1.7632273419110334e-10,0.01771004942339374
230,CD4_T,Mural,197,-0.48244556324483506,0.9999999351648403,0.08113673805601318
231,CD4_T,SCH,0,-inf,1.0,0.0
232,CD4_T,Spi-I,31,-1.75963274283797,1.0,0.012767710049423394
233,CD4_T,Spi-mig,9,-2.1358842482210108,0.9999999990444555,0.0037067545304777594
234,CD4_T,Sweat Gland,10,0.3136127218012058,0.28874787037177696,0.004118616144975288
235,CD4_T,actiFB,210,-0.042826047713791796,0.6842647787761451,0.08649093904448106
236,CD4_T,cDC,18,1.7687678751915084,1.0365857705196824e-05,0.007413509060955519
237,CD4_T,cMono,30,1.813057151336305,7.434164173147906e-09,0.012355848434925865
238,CD4_T,inflamFB,359,0.5653107243225177,6.816769371198461e-14,0.14785831960461285
239,CD4_T,lipidMacr,4,-1.7950713339638935,0.9994981261475272,0.0016474464579901153
240,CD4_T,myoFB,2,-2.2602945904109544,0.9992898443882766,0.0008237232289950577
241,CD4_T,pDC,16,1.8156542628223442,2.133704329276842e-05,0.006589785831960461
242,CD4_T,papiFB,217,0.7165379164189507,1.5231149674832523e-12,0.08937397034596375
243,CD4_T,retiFB,648,-0.4212098766847652,1.0,0.26688632619439867
244,CD4_T,trMacr,290,1.0559047277593405,0.0,0.11943986820428336
245,CD8_T,AntiInfMacr,6,-1.1980750622551506,0.9937101563336194,0.0032085561497326204
246,CD8_T,Bas-I,2,-1.1980750622551506,0.9435863402750194,0.0010695187165775401
247,CD8_T,Bas-II,13,-0.05254061097903472,0.5895426070276044,0.006951871657754011
248,CD8_T,Bas-inflamed,5,-0.561636344042909,0.8597404752130134,0.00267379679144385
249,CD8_T,Bas-mig,9,0.3918536913593549,0.25232264675918104,0.004812834224598931
250,CD8_T,Bas-prolif,44,0.31244749011052314,0.08856048257763527,0.023529411764705882
251,CD8_T,CD4_T,14,1.1757697004521308,0.004653042373695682,0.0074866310160427805
252,CD8_T,CD8_T,10,1.1238530326322116,0.018971327138996963,0.0053475935828877
253,CD8_T,DS,4,0.3357485894742048,0.3907587290706469,0.0021390374331550803
254,CD8_T,EC,95,-0.20634894060189704,0.9342500603362737,0.05080213903743316
255,CD8_T,FB_APOD,7,0.8516406973714974,0.09799784843943915,0.0037433155080213902
256,CD8_T,Gra-I,8,-1.2165477223266294,0.9981136806539954,0.0042780748663101605
257,CD8_T,HF-CL,1,0.4018377799319771,0.5313706646845325,0.0005347593582887701
258,CD8_T,HF-HS,7,1.508752983848489,0.012931463396006038,0.0037433155080213902
259,CD8_T,HF-IRS,8,1.3143749386816375,0.0170827607611026,0.0042780748663101605
260,CD8_T,HF-Matrix,30,1.6576766843615673,7.530300205615958e-08,0.016042780748663103
261,CD8_T,HF-ORSB,29,0.6636290189151388,0.01216435538438021,0.015508021390374332
262,CD8_T,HF-TAC,10,2.4018377799319772,2.7906988116832565e-05,0.0053475935828877
263,CD8_T,MELAN,0,-inf,1.0,0.0
264,CD8_T,Mast,21,0.9868002806531333,0.0029684833805819766,0.011229946524064172
265,CD8_T,Mural,178,-0.2520338002541305,0.9949465477550848,0.09518716577540107
266,CD8_T,SCH,1,-0.4055171421256272,0.7346225669763777,0.0005347593582887701
267,CD8_T,Spi-I,42,-0.9447814789654019,0.9999995329858592,0.022459893048128343
268,CD8_T,Spi-mig,2,-3.92907909818264,0.9999999999985871,0.0010695187165775401
269,CD8_T,Sweat Gland,12,0.9533772791156829,0.024548059790728605,0.006417112299465241
270,CD8_T,actiFB,149,-0.16117289343706986,0.931324741815241,0.07967914438502674
271,CD8_T,cDC,2,-1.024426974770121,0.9137841720912199,0.0010695187165775401
272,CD8_T,cMono,19,1.530824220652055,5.492193167322412e-05,0.010160427807486631
273,CD8_T,inflamFB,269,0.5256632045367736,1.2041231345349956e-09,0.14385026737967915
274,CD8_T,lipidMacr,3,-1.8333786817620543,0.9984793522945262,0.0016042780748663102
275,CD8_T,myoFB,0,-inf,1.0,0.0
276,CD8_T,pDC,7,0.9997393363606314,0.06492815880652092,0.0037433155080213902
277,CD8_T,papiFB,160,0.6536449303425166,2.0624164265292677e-08,0.0855614973262032
278,CD8_T,retiFB,524,-0.3509067265512566,0.9999999999994833,0.2802139037433155
279,CD8_T,trMacr,179,0.7365415664893455,3.877542731345329e-11,0.09572192513368984
280,DS,AntiInfMacr,9,-0.11061222100481137,0.6353768247473477,0.006818181818181818
281,DS,Bas-I,1,-1.6955747217259676,0.9610606948976095,0.0007575757575757576
282,DS,Bas-II,3,-1.6655174878697876,0.9960031620100344,0.0022727272727272726
283,DS,Bas-inflamed,0,-inf,1.0,0.0
284,DS,Bas-mig,0,-inf,1.0,0.0
285,DS,Bas-prolif,12,-1.0595212872764348,0.9987088930157442,0.00909090909090909
286,DS,CD4_T,7,0.678270040981314,0.1527040393113681,0.005303030303030303
287,DS,CD8_T,4,0.30442527827403243,0.40627322682342715,0.0030303030303030303
288,DS,DS,7,1.645603852060992,0.008015920003945243,0.005303030303030303
289,DS,EC,68,-0.1862413671533223,0.8778268171749428,0.051515151515151514
290,DS,FB_APOD,3,0.13174861656423256,0.5160150972085622,0.0022727272727272726
291,DS,Gra-I,7,-0.906692459739842,0.9765029420883781,0.005303030303030303
292,DS,HF-CL,5,3.226266215348523,0.000226028704755743,0.003787878787878788
293,DS,HF-HS,0,-inf,1.0,0.0
294,DS,HF-IRS,2,-0.18312472078917924,0.6628338647933761,0.0015151515151515152
295,DS,HF-Matrix,17,1.3407492705325712,0.0005805022682286998,0.012878787878787878
296,DS,HF-ORSB,1,-3.69185163568325,0.9999977338213512,0.0007575757575757576
297,DS,HF-TAC,2,0.5824100255737981,0.38592752702520483,0.0015151515151515152
298,DS,MELAN,1,-0.3435893929824253,0.7193314021505064,0.0007575757575757576
299,DS,Mast,18,1.2669081998458684,0.0007277378279300084,0.013636363636363636
300,DS,Mural,177,0.24233865939165236,0.011041335322325097,0.1340909090909091
301,DS,SCH,0,-inf,1.0,0.0
302,DS,Spi-I,11,-2.375166942577682,0.9999999999999919,0.008333333333333333
303,DS,Spi-mig,1,-4.4265787576534565,0.9999999996234737,0.0007575757575757576
304,DS,Sweat Gland,0,-inf,1.0,0.0
305,DS,actiFB,170,0.5315498627676536,1.0240779489967267e-06,0.12878787878787878
306,DS,cDC,6,1.0630358664802184,0.07116618461796687,0.004545454545454545
307,DS,cMono,3,-0.6296404515411911,0.8424390437565958,0.0022727272727272726
308,DS,inflamFB,142,0.10644830201401456,0.18817203978992603,0.10757575757575757
309,DS,lipidMacr,3,-1.3308783412328713,0.9807639157842309,0.0022727272727272726
310,DS,myoFB,1,-2.381064098401088,0.9946136189338842,0.0007575757575757576
311,DS,pDC,7,1.5022396768898147,0.01323082021797406,0.005303030303030303
312,DS,papiFB,107,0.5756841623854844,3.673981661467263e-05,0.08106060606060606
313,DS,retiFB,432,-0.12694188539605517,0.9899764347339951,0.32727272727272727
314,DS,trMacr,93,0.29438494086230355,0.026954435494107698,0.07045454545454545
315,EC,AntiInfMacr,170,-1.0549996776063613,1.0,0.003543069131531231
316,EC,Bas-I,55,-1.0980683994982472,0.9999999999876897,0.0011462870719659865
317,EC,Bas-II,151,-1.1959286405628042,1.0,0.0031470790521247994
318,EC,Bas-inflamed,120,-0.6580268940895089,0.9999999890652217,0.002500989975198516
319,EC,Bas-mig,68,-1.371961519600374,1.0,0.0014172276526124925
320,EC,Bas-prolif,585,-0.6360443648237635,1.0,0.012192326129092766
321,EC,CD4_T,143,-0.1530669355948401,0.9136411620015633,0.002980346387111565
322,EC,CD8_T,104,-0.17898839488181456,0.9143703195148642,0.0021675246451720474
323,EC,DS,69,-0.2370800045153826,0.9318728155373238,0.0014380692357391467
324,EC,EC,6427,1.1923721573360178,0.0,0.1339488547550072
325,EC,FB_APOD,72,-0.46714227401155045,0.9987821207052957,0.0015005939851191097
326,EC,Gra-I,126,-1.920620849594469,1.0,0.002626039473958442
327,EC,HF-CL,17,-0.19205242958543955,0.747137436310997,0.00035430691315312314
328,EC,HF-HS,7,-3.172600066919267,1.0,0.0001458910818865801
329,EC,HF-IRS,55,-0.5856183985614591,0.9996210941146813,0.0011462870719659865
330,EC,HF-Matrix,289,0.2443587204859713,0.0019840360975489357,0.006023217523603093
331,EC,HF-ORSB,146,-1.685880468100172,1.0,0.003042871136491528
332,EC,HF-TAC,48,-0.016480865001985406,0.5535014571647519,0.0010003959900794063
333,EC,MELAN,58,0.33053821084820745,0.04549729633038058,0.0012088118213459495
334,EC,Mast,271,-0.004721151539511527,0.5311217197752163,0.005648069027323316
335,EC,Mural,6908,0.3449320855406399,0.0,0.1439736562389279
336,EC,SCH,36,0.0830548085489292,0.38514827502949567,0.0007502969925595549
337,EC,Spi-I,436,-2.2502676277349924,1.0,0.009086930243221275
338,EC,Spi-mig,84,-3.218114726171636,1.0,0.0017506929826389612
