,From,To,Counts,Log2FC,Pvalue,Percentage
634,MELAN,Bas-mig,0,-inf,1.0,0.0
635,MELAN,Bas-prolif,12,-0.26495171653416444,0.7763594293816982,0.01576872536136662
636,MELAN,CD4_T,2,-0.33451531033401977,0.7178283953270747,0.002628120893561104
637,MELAN,CD8_T,0,-inf,1.0,0.0
638,MELAN,DS,1,-0.3671814992543417,0.7251545191877813,0.001314060446780552
639,MELAN,EC,53,0.24878581690180768,0.11322093535142774,0.06964520367936924
640,MELAN,FB_APOD,4,1.3413556865853469,0.07559920386282182,0.005256241787122208
641,MELAN,Gra-I,2,-1.9194778110551758,0.9957028336659948,0.002628120893561104
642,MELAN,HF-CL,2,2.6989076912034307,0.03862791340612026,0.002628120893561104
643,MELAN,HF-HS,0,-inf,1.0,0.0
644,MELAN,HF-IRS,0,-inf,1.0,0.0
645,MELAN,HF-Matrix,3,-0.3671814992543419,0.7430281440739299,0.003942181340341655
646,MELAN,HF-ORSB,2,-1.8972820649409796,0.9952366977141262,0.002628120893561104
647,MELAN,HF-TAC,1,0.37697959631606837,0.5373612024496102,0.001314060446780552
648,MELAN,MELAN,0,-inf,1.0,0.0
649,MELAN,Mast,8,0.8915527691458265,0.07127462313263921,0.010512483574244415
650,MELAN,Mural,61,-0.49995998238618844,0.9989632519038554,0.08015768725361366
651,MELAN,SCH,0,-inf,1.0,0.0
652,MELAN,Spi-I,9,-1.870103989030396,0.99999985192007,0.011826544021024968
653,MELAN,Spi-mig,2,-2.6320091869111866,0.9999495602617026,0.002628120893561104
654,MELAN,Sweat Gland,2,-0.33451531033401977,0.7178283953270747,0.002628120893561104
655,MELAN,actiFB,56,-0.2759165805701738,0.9445844026715385,0.0735873850197109
656,MELAN,cDC,1,-0.7273570634986672,0.8095193947434358,0.001314060446780552
657,MELAN,cMono,7,1.3873215405375272,0.019450424797316956,0.009198423127463863
658,MELAN,inflamFB,102,0.42369609522309853,0.0015385052529153231,0.1340341655716163
659,MELAN,lipidMacr,7,0.6860836508458471,0.14964644121445603,0.009198423127463863
660,MELAN,myoFB,0,-inf,1.0,0.0
661,MELAN,pDC,2,0.489454325574481,0.4168322468096193,0.002628120893561104
662,MELAN,papiFB,71,0.7785338662312898,9.590623436306345e-06,0.09329829172141918
663,MELAN,retiFB,250,-0.12147553215516631,0.9561052378953564,0.328515111695138
664,MELAN,trMacr,77,0.8165822411914441,1.5295433297701777e-06,0.1011826544021025
665,Mast,AntiInfMacr,26,-0.22849321992022528,0.815971671314752,0.006283228612856452
666,Mast,Bas-I,2,-2.343970437340161,0.9995796157289061,0.0004833252779120348
667,Mast,Bas-II,12,-1.3139132034839816,0.9999340893449538,0.0028999516674722086
668,Mast,Bas-inflamed,6,-1.4444973132941257,0.9989466905965806,0.0014499758337361043
669,Mast,Bas-mig,3,-2.3390041844468117,0.9999680793686039,0.0007249879168680521
670,Mast,Bas-prolif,53,-0.5649590490485854,0.9991209261052372,0.012808119864668923
671,Mast,CD4_T,38,1.4704469167531016,4.399109143626845e-08,0.00918318028032866
672,Mast,CD8_T,25,1.2998857524345635,5.484570454672433e-05,0.006041565973900435
673,Mast,DS,19,1.4377807278327794,0.0001242445151224958,0.00459159014016433
674,Mast,EC,244,0.008637413545030904,0.47086990426851294,0.05896568390526825
675,Mast,FB_APOD,6,-0.5166470990499612,0.8575486996684313,0.0014499758337361043
676,Mast,Gra-I,12,-1.7774805966904836,0.9999999778617739,0.0028999516674722086
677,Mast,HF-CL,2,0.2559424048469667,0.4995111776749752,0.0004833252779120348
678,Mast,HF-HS,0,-inf,1.0,0.0
679,Mast,HF-IRS,8,0.16847956359662705,0.4189587324963544,0.0019333011116481392
680,Mast,HF-Matrix,32,0.604890713668038,0.015068091257082084,0.007733204446592557
681,Mast,HF-ORSB,7,-2.5328924292398396,0.9999999999853899,0.0016916384726921219
682,Mast,HF-TAC,8,0.9340143099596043,0.062470720319064865,0.0019333011116481392
683,Mast,MELAN,7,0.8153698134609851,0.10773028685697672,0.0016916384726921219
684,Mast,Mast,46,0.9721494388463754,2.1958120564158357e-05,0.011116481391976801
685,Mast,Mural,581,0.30873174709898993,5.380425549539325e-08,0.1404059932334461
686,Mast,SCH,3,0.03354998351051836,0.5618189748194071,0.0007249879168680521
687,Mast,Spi-I,43,-2.056729522127075,1.0,0.010391493475108747
688,Mast,Spi-mig,6,-3.4900119725464944,1.0,0.0014499758337361043
689,Mast,Sweat Gland,12,-0.19251809596932765,0.7160561858432638,0.0028999516674722086
690,Mast,actiFB,458,0.3129669991127018,1.2548475131213266e-06,0.11068148864185597
691,Mast,cDC,5,-0.8483942549677689,0.9457435326558511,0.001208313194780087
692,Mast,cMono,27,0.8918888342869276,0.002115061911017513,0.00652489125181247
693,Mast,inflamFB,499,0.2712014722323993,8.471865346248997e-06,0.12058965683905268
694,Mast,lipidMacr,4,-2.564236557568221,0.9999998792037883,0.0009666505558240696
695,Mast,myoFB,5,-1.7075317191279193,0.999702736326967,0.001208313194780087
696,Mast,pDC,13,0.7469287573591088,0.051716668440710545,0.003141614306428226
697,Mast,papiFB,304,0.4337489738137291,1.3497996198541529e-07,0.07346544224262928
698,Mast,retiFB,1238,-0.25642950395945285,0.9999999999999991,0.29917834702754953
699,Mast,trMacr,384,0.6917929148612347,0.0,0.09279845335911067
700,Mural,AntiInfMacr,134,-2.289805624832321,1.0,0.0015054488259746096
701,Mural,Bas-I,25,-3.1270761247942125,1.0,0.0002808673182788451
702,Mural,Bas-II,113,-2.5056586190187256,1.0,0.0012695202786203797
703,Mural,Bas-inflamed,68,-2.368958849993718,1.0,0.0007639591057184587
704,Mural,Bas-mig,45,-2.859075466067069,1.0,0.0005055611729019212
705,Mural,Bas-prolif,618,-1.4483783529361858,1.0,0.00694304010785305
706,Mural,CD4_T,205,-0.5249623744138138,0.9999999979777147,0.0023031120098865295
707,Mural,CD8_T,195,-0.16360200081932658,0.9589982607370756,0.0021907650825749914
708,Mural,DS,162,0.10274134004504278,0.17831615859803207,0.001820020222446916
709,Mural,EC,6560,0.33041829825881464,0.0,0.07369958431636894
710,Mural,FB_APOD,106,-0.800651022436694,0.999999999986207,0.0011908774295023032
711,Mural,Gra-I,113,-2.9692260122252283,1.0,0.0012695202786203797
712,Mural,HF-CL,30,-0.26412887677329083,0.8777537334210106,0.0003370407819346141
713,Mural,HF-HS,0,-inf,1.0,0.0
714,Mural,HF-IRS,35,-2.1291992966871827,1.0,0.0003932142455903831
715,Mural,HF-Matrix,314,-0.5274504146691109,0.9999999999998677,0.003527693517582294
716,Mural,HF-ORSB,113,-2.947030266111032,1.0,0.0012695202786203797
717,Mural,HF-TAC,41,-1.1353955626510879,0.9999999995666273,0.00046062240197730593
718,Mural,MELAN,53,-0.6910265312621957,0.9999732231134675,0.0005954387147511516
719,Mural,Mast,583,0.20897767876108284,0.00014120028146402674,0.006549825862262667
720,Mural,Mural,30485,1.5951874420095162,0.0,0.34248960790922367
721,Mural,SCH,301,2.2552452823202884,0.0,0.003381642512077295
722,Mural,Spi-I,405,-3.2481780562859615,1.0,0.00455005055611729
723,Mural,Spi-mig,21,-6.1096189277176665,1.0,0.00023592854735422986
724,Mural,Sweat Gland,125,-1.2386581892571726,1.0,0.0014043365913942254
725,Mural,actiFB,6326,-0.32612082569562423,1.0,0.07107066621727896
726,Mural,cDC,78,-1.3118820082216591,1.0,0.0008763060330299966
727,Mural,cMono,148,-1.080507179476367,1.0,0.0016627345242107628
728,Mural,inflamFB,5982,-0.572244215214285,1.0,0.06720593191776204
729,Mural,lipidMacr,52,-3.2907587166559047,1.0,0.0005842040220199978
730,Mural,myoFB,414,0.23706526625526753,0.00027559506287599955,0.004651162790697674
731,Mural,pDC,134,-0.31438364755298687,0.9974613010594774,0.0015054488259746096
732,Mural,papiFB,3311,-0.5480891214616329,1.0,0.03719806763285024
733,Mural,retiFB,28053,-0.18131953933481315,1.0,0.3151668351870576
734,Mural,trMacr,3662,-0.4817153872913605,1.0,0.04114144478148522
735,SCH,AntiInfMacr,0,-inf,1.0,0.0
736,SCH,Bas-I,0,-inf,1.0,0.0
737,SCH,Bas-II,0,-inf,1.0,0.0
738,SCH,Bas-inflamed,0,-inf,1.0,0.0
739,SCH,Bas-mig,0,-inf,1.0,0.0
740,SCH,Bas-prolif,5,-1.0673691490991195,0.9794917061654528,0.009041591320072333
741,SCH,CD4_T,0,-inf,1.0,0.0
742,SCH,CD8_T,1,-0.4403881777148588,0.7431112364227955,0.0018083182640144665
743,SCH,DS,1,0.09343547401449653,0.6087510667151431,0.0018083182640144665
744,SCH,EC,35,0.11076535255241363,0.34437172047230813,0.06329113924050633
745,SCH,FB_APOD,1,-0.19802734014581477,0.6829582094863501,0.0018083182640144665
746,SCH,Gra-I,0,-inf,1.0,0.0
747,SCH,HF-CL,0,-inf,1.0,0.0
748,SCH,HF-HS,0,-inf,1.0,0.0
749,SCH,HF-IRS,0,-inf,1.0,0.0
750,SCH,HF-Matrix,0,-inf,1.0,0.0
751,SCH,HF-ORSB,0,-inf,1.0,0.0
752,SCH,HF-TAC,0,-inf,1.0,0.0
753,SCH,MELAN,0,-inf,1.0,0.0
754,SCH,Mast,3,-0.06286775686417885,0.6068443705652702,0.0054249547920434
755,SCH,Mural,294,2.229591998156128,0.0,0.5316455696202531
756,SCH,SCH,6,3.9371322431358213,3.424915976157905e-06,0.0108499095840868
757,SCH,Spi-I,0,-inf,1.0,0.0
758,SCH,Spi-mig,0,-inf,1.0,0.0
759,SCH,Sweat Gland,0,-inf,1.0,0.0
760,SCH,actiFB,43,-0.19638977465684154,0.8442563037558779,0.07775768535262206
761,SCH,cDC,0,-inf,1.0,0.0
762,SCH,cMono,1,-0.9594164082512384,0.8575310948457098,0.0018083182640144665
763,SCH,inflamFB,21,-1.3957948507007982,0.9999999870858766,0.0379746835443038
764,SCH,lipidMacr,0,-inf,1.0,0.0
765,SCH,myoFB,1,-1.1258775543899793,0.8877947267837023,0.0018083182640144665
766,SCH,pDC,0,-inf,1.0,0.0
767,SCH,papiFB,11,-1.4511646613672564,0.9999856965865837,0.019891500904159132
768,SCH,retiFB,104,-0.9262031254073229,1.0,0.18806509945750452
769,SCH,trMacr,26,-0.28914760809352674,0.8763049439931594,0.04701627486437613
770,Spi-I,AntiInfMacr,17,-3.9539001551743063,1.0,0.00047503283315170313
771,Spi-I,Bas-I,243,1.468412007902291,0.0,0.006790175203286109
772,Spi-I,Bas-II,1295,2.32743062000545,0.0,0.0361863246430268
773,Spi-I,Bas-inflamed,391,1.469134924928742,0.0,0.010925755162489172
774,Spi-I,Bas-mig,129,-0.025169488108042322,0.5929800417647255,0.0036046609103864533
775,Spi-I,Bas-prolif,1727,1.348742805553811,0.0,0.048257747226646545
776,Spi-I,CD4_T,35,-1.7606276381088457,1.0,0.0009780087741358594
777,Spi-I,CD8_T,37,-1.2469471300745398,0.9999999998584325,0.0010338949898007657
778,Spi-I,DS,9,-2.752651842531822,1.0,0.00025148797049207814
779,Spi-I,EC,457,-2.198479627323114,1.0,0.012770000279431079
780,Spi-I,FB_APOD,20,-1.8921115632470835,0.999999999999992,0.0005588621566490625
781,Spi-I,Gra-I,2079,2.5468008870834016,0.0,0.058093721183670045
782,Spi-I,HF-CL,4,-1.856487653516362,0.999742191471886,0.0001117724313298125
783,Spi-I,HF-HS,0,-inf,1.0,0.0
784,Spi-I,HF-IRS,12,-2.3589879940455454,0.999999999999999,0.0003353172939894375
785,Spi-I,HF-Matrix,136,-0.4200765034449512,0.9998847236938334,0.003800262665213625
786,Spi-I,HF-ORSB,561,0.6791795509480207,0.0,0.015676083494006204
787,Spi-I,HF-TAC,52,0.5220239697373679,0.006634425886389295,0.0014530416072875624
788,Spi-I,MELAN,10,-1.7824870720725854,0.9999998189549675,0.00027943107832453123
789,Spi-I,Mast,50,-2.0199863857992413,1.0,0.0013971553916226564
790,Spi-I,Mural,391,-3.375067867361515,1.0,0.010925755162489172
791,Spi-I,SCH,0,-inf,1.0,0.0
792,Spi-I,Spi-I,21465,3.794274217142685,0.0,0.5997988096236063
793,Spi-I,Spi-mig,1391,1.25450217291126,0.0,0.0388688629949423
794,Spi-I,Sweat Gland,101,-0.23169917230201756,0.9584379375911893,0.0028222538910777657
795,Spi-I,actiFB,367,-3.1190305945043577,1.0,0.010255120574510296
796,Spi-I,cDC,31,-1.3285560978315845,0.9999999997544173,0.0008662363428060469
797,Spi-I,cMono,30,-2.068538130631351,1.0,0.0008382932349735938
798,Spi-I,inflamFB,678,-2.398983128331846,1.0,0.01894542711040322
799,Spi-I,lipidMacr,6,-5.091704115210393,1.0,0.00016765864699471876
800,Spi-I,myoFB,0,-inf,1.0,0.0
801,Spi-I,pDC,21,-1.6736235963665516,0.9999999999931228,0.0005868052644815156
802,Spi-I,papiFB,862,-1.1750645389040864,1.0,0.024086958951574595
803,Spi-I,retiFB,2818,-2.1821992652274096,1.0,0.07874367787185291
804,Spi-I,trMacr,362,-2.5057537571400443,1.0,0.010115405035348031
805,Spi-mig,AntiInfMacr,0,-inf,1.0,0.0
806,Spi-mig,Bas-I,0,-inf,1.0,0.0
807,Spi-mig,Bas-II,134,0.39596816903536963,0.0011441174726093406,0.009486725663716814
808,Spi-mig,Bas-inflamed,5,-3.4787770363451846,1.0,0.00035398230088495576
809,Spi-mig,Bas-mig,511,3.301967478552388,0.0,0.03617699115044248
810,Spi-mig,Bas-prolif,1434,2.421704487872855,0.0,0.10152212389380531
811,Spi-mig,CD4_T,14,-1.741370991850145,0.9999999959020459,0.000991150442477876
812,Spi-mig,CD8_T,0,-inf,1.0,0.0
813,Spi-mig,DS,2,-3.581392102828071,0.9999999991967224,0.0001415929203539823
814,Spi-mig,EC,96,-3.1083827405139646,1.0,0.006796460176991151
815,Spi-mig,FB_APOD,2,-3.872854916988383,0.9999999999956714,0.0001415929203539823
816,Spi-mig,Gra-I,1412,3.3298359586422754,0.0,0.09996460176991151
817,Spi-mig,HF-CL,1,-2.5153029123702986,0.9968803678031326,7.079646017699115e-05
818,Spi-mig,HF-HS,0,-inf,1.0,0.0
819,Spi-mig,HF-IRS,8,-1.6027657536206381,0.9999662175466748,0.0005663716814159292
820,Spi-mig,HF-Matrix,16,-2.166354603549227,0.9999999999999998,0.0011327433628318584
821,Spi-mig,HF-ORSB,237,0.7772505803835501,5.773159728050814e-15,0.016778761061946902
822,Spi-mig,HF-TAC,4,-1.837231007257661,0.9996564737439677,0.0002831858407079646
823,Spi-mig,MELAN,1,-3.7632304258138842,0.9999988861589358,7.079646017699115e-05
824,Spi-mig,Mast,7,-3.5153029123702986,1.0,0.000495575221238938
825,Spi-mig,Mural,28,-5.8375530014652,1.0,0.001982300884955752
826,Spi-mig,SCH,0,-inf,1.0,0.0
827,Spi-mig,Spi-I,1610,1.3986053789555415,0.0,0.11398230088495576
828,Spi-mig,Spi-mig,8161,5.148310436404295,0.0,0.5777699115044248
829,Spi-mig,Sweat Gland,3,-3.9637634131865926,1.0,0.00021238938053097346
830,Spi-mig,actiFB,16,-6.297482106201507,1.0,0.0011327433628318584
831,Spi-mig,cDC,0,-inf,1.0,0.0
832,Spi-mig,cMono,0,-inf,1.0,0.0
833,Spi-mig,inflamFB,127,-3.4742551635499606,1.0,0.008991150442477875
834,Spi-mig,lipidMacr,0,-inf,1.0,0.0
835,Spi-mig,myoFB,0,-inf,1.0,0.0
836,Spi-mig,pDC,11,-1.2653246593619512,0.9997878816956437,0.0007787610619469027
837,Spi-mig,papiFB,62,-3.6312275464602464,1.0,0.004389380530973451
838,Spi-mig,retiFB,180,-4.809617324061308,1.0,0.012743362831858408
839,Spi-mig,trMacr,43,-4.238150148375089,1.0,0.0030442477876106194
840,Sweat Gland,AntiInfMacr,17,-0.2866960153258991,0.8244639309830644,0.006034788782392616
841,Sweat Gland,Bas-I,3,-1.204233855133926,0.9686960979555518,0.0010649627263045794
842,Sweat Gland,Bas-II,20,-0.022173527832696202,0.5576458335763134,0.007099751508697196
843,Sweat Gland,Bas-inflamed,45,2.0171673637994716,1.2989609388114332e-14,0.01597444089456869
844,Sweat Gland,Bas-mig,17,0.7182702375674502,0.03447913202695174,0.006034788782392616
845,Sweat Gland,Bas-prolif,40,-0.4161773272393433,0.9766700722337666,0.014199503017394392
846,Sweat Gland,CD4_T,12,0.36225598551575144,0.23008972087019863,0.004259850905218318
847,Sweat Gland,CD8_T,13,0.9112433622860099,0.024386534911741364,0.004614838480653177
848,Sweat Gland,DS,1,-2.255372704125727,0.9916639433978581,0.0003549875754348598
849,Sweat Gland,EC,153,-0.10993799984012488,0.8447500247458122,0.054313099041533544
850,Sweat Gland,FB_APOD,1,-2.5468355182860383,0.9971488527404526,0.0003549875754348598
851,Sweat Gland,Gra-I,14,-1.000314093868957,0.9987895374358191,0.004969826056088037
852,Sweat Gland,HF-CL,1,-0.18928351366795454,0.6809681696002856,0.0003549875754348598
853,Sweat Gland,HF-HS,0,-inf,1.0,0.0
854,Sweat Gland,HF-IRS,2,-1.276746354918294,0.9544322352927199,0.0007099751508697196
855,Sweat Gland,HF-Matrix,19,0.40759230859670215,0.13516613565101843,0.0067447639332623354
856,Sweat Gland,HF-ORSB,10,-1.4635451749250028,0.9999643128272387,0.003549875754348598
857,Sweat Gland,HF-TAC,5,0.8107164863320456,0.15985207722488304,0.001774937877174299
858,Sweat Gland,MELAN,3,0.14775147360961616,0.5087173717613508,0.0010649627263045794
859,Sweat Gland,Mast,15,-0.08974784011704011,0.629849703979882,0.005324813631522897
860,Sweat Gland,Mural,124,-1.364692214433585,1.0,0.04401845935392261
861,Sweat Gland,SCH,0,-inf,1.0,0.0
862,Sweat Gland,Spi-I,100,-0.28436400556936925,0.9829546569938479,0.03549875754348598
863,Sweat Gland,Spi-mig,4,-3.5202003917825717,0.9999999999999999,0.0014199503017394391
864,Sweat Gland,Sweat Gland,635,6.087906266454123,0.0,0.22541711040113596
865,Sweat Gland,actiFB,110,-1.1901029939745034,1.0,0.039048633297834576
866,Sweat Gland,cDC,3,-1.0305857676488963,0.944011874816314,0.0010649627263045794
867,Sweat Gland,cMono,11,0.15120703224583534,0.40509159702221176,0.0039048633297834577
868,Sweat Gland,inflamFB,186,-0.597761640511751,0.9999999999181395,0.06602768903088392
869,Sweat Gland,lipidMacr,3,-2.424499975361986,0.9999859710655284,0.0010649627263045794
870,Sweat Gland,myoFB,0,-inf,1.0,0.0
871,Sweat Gland,pDC,10,0.9231912155904579,0.04240970062187921,0.003549875754348598
872,Sweat Gland,papiFB,172,0.16686029655732051,0.06592519387605589,0.06105786297479588
873,Sweat Gland,retiFB,901,-0.1600677258751,0.999987629383738,0.3198438054668087
874,Sweat Gland,trMacr,167,0.045308788099209664,0.3488638402089005,0.059282925097621585
875,actiFB,AntiInfMacr,287,-0.7923780983451199,1.0,0.004250466514617458
876,actiFB,Bas-I,14,-3.564967602242047,1.0,0.00020733982998133942
877,actiFB,Bas-II,90,-2.435374694834953,1.0,0.0013328989070228961
878,actiFB,Bas-inflamed,45,-2.5659588046450974,1.0,0.0006664494535114481
879,actiFB,Bas-mig,6,-5.367356271406302,1.0,8.885992713485975e-05
880,actiFB,Bas-prolif,355,-1.84955637617923,1.0,0.005257545688812535
881,actiFB,CD4_T,221,-0.017930124258542356,0.586823990916723,0.0032730073161340006
882,actiFB,CD8_T,159,-0.059439569015295894,0.7181000156969031,0.002354788069073783
883,actiFB,DS,182,0.6692957676284005,5.190872176541461e-10,0.0026954177897574125
884,actiFB,EC,2391,-0.7270535962657174,1.0,0.03541068096324161
885,actiFB,FB_APOD,69,-1.0214372299524384,0.9999999999982534,0.001021889162050887
886,actiFB,Gra-I,102,-2.7183698423996345,1.0,0.0015106187612926158
887,actiFB,HF-CL,24,-0.18744718139136712,0.7748351861689697,0.000355439708539439
888,actiFB,HF-HS,0,-inf,1.0,0.0
889,actiFB,HF-IRS,50,-1.2160163335881384,0.999999999999752,0.0007404993927904979
890,actiFB,HF-Matrix,267,-0.36276544160389823,0.9999966197490142,0.0039542667575012585
891,actiFB,HF-ORSB,79,-3.064818690079831,1.0,0.0011699890406089866
892,actiFB,HF-TAC,28,-1.2869828549422817,0.9999999966502702,0.00041467965996267884
893,actiFB,MELAN,59,-0.13769414619426776,0.7958221361671413,0.0008737892834927875
894,actiFB,Mast,455,0.24995813091593122,8.505059117802638e-05,0.006738544474393531
895,actiFB,Mural,6281,-0.28523613926488883,1.0,0.09302153372234234
896,actiFB,SCH,39,-0.2943623853078792,0.9242692701963288,0.0005775895263765884
897,actiFB,Spi-I,320,-3.1894182689013,1.0,0.004739196113859187
898,actiFB,Spi-mig,17,-6.015863718976801,1.0,0.0002517697935487693
899,actiFB,Sweat Gland,99,-1.1764760635703644,1.0,0.0014661887977251858
900,actiFB,actiFB,14977,1.315872174227021,0.0,0.22180918811646574
901,actiFB,cDC,143,-0.03880310003623184,0.6441762641952313,0.002117828263380824
902,actiFB,cMono,236,-0.008707705474189694,0.5485220405641957,0.00349515713397115
903,actiFB,inflamFB,6632,-0.024818328568600678,0.9397767493275743,0.09821983945973164
904,actiFB,lipidMacr,105,-1.8783431268615887,1.0,0.0015550487248600455
905,actiFB,myoFB,151,-0.8194071616496929,0.9999999999999996,0.002236308166227304
906,actiFB,pDC,111,-0.18744718139136732,0.9327777980040959,0.0016439086519949055
907,actiFB,papiFB,3345,-0.13474013106052296,0.9999999981163946,0.04953940937768431
908,actiFB,retiFB,26283,0.12326514689172975,0.0,0.3892509108142531
909,actiFB,trMacr,3900,0.007736735817561678,0.3617039873468647,0.05775895263765884
910,cDC,AntiInfMacr,29,1.2355442568879118,3.20421606181398e-05,0.017334130304841603
911,cDC,Bas-I,1,-2.0374742375185044,0.983668585108913,0.0005977286312014345
912,cDC,Bas-II,7,-0.7850245823258766,0.956426490866959,0.0041841004184100415
913,cDC,Bas-inflamed,5,-0.4010355193062626,0.7883897302645655,0.002988643156007173
914,cDC,Bas-mig,1,-2.617470485346311,0.9978761748661452,0.0005977286312014345
915,cDC,Bas-prolif,22,-0.5269516851528304,0.9720692383675711,0.01315002988643156
916,cDC,CD4_T,18,1.6989406045734856,1.9495923874846e-05,0.010759115361625823
917,cDC,CD8_T,5,0.2844538573688581,0.39176472477729285,0.002988643156007173
918,cDC,DS,6,1.0813119149320074,0.06788787258246043,0.0035863717872086074
919,cDC,EC,100,0.028252465578526162,0.4345280431062606,0.05977286312014345
920,cDC,FB_APOD,0,-inf,1.0,0.0
921,cDC,Gra-I,6,-1.4709843968688268,0.9991638272177997,0.0035863717872086074
922,cDC,HF-CL,4,2.5624386046686234,0.005052283583172668,0.002390914524805738
923,cDC,HF-HS,0,-inf,1.0,0.0
924,cDC,HF-IRS,1,-1.5250242365817162,0.9440583667726087,0.0005977286312014345
925,cDC,HF-Matrix,6,-0.5036505857891488,0.8518601493661748,0.0035863717872086074
926,cDC,HF-ORSB,4,-2.033751151475787,0.9999362781345675,0.002390914524805738
927,cDC,HF-TAC,2,0.24051050978126096,0.5048812495501908,0.001195457262402869
928,cDC,MELAN,0,-inf,1.0,0.0
929,cDC,Mast,14,0.5624386046686232,0.09980528683737588,0.008368200836820083
930,cDC,Mural,87,-1.1242229106351536,1.0,0.052002390914524806
931,cDC,SCH,0,-inf,1.0,0.0
932,cDC,Spi-I,21,-1.7841806542287557,0.9999999999998628,0.012552301255230125
933,cDC,Spi-mig,0,-inf,1.0,0.0
934,cDC,Sweat Gland,2,-1.470984396868827,0.9746789979590671,0.001195457262402869
935,cDC,actiFB,142,-0.06999346965790305,0.7397591506326102,0.08487746563060371
936,cDC,cDC,25,2.7800300397412503,1.6120438317557273e-13,0.014943215780035863
937,cDC,cMono,25,2.0873537217198406,3.392766068088804e-09,0.014943215780035863
938,cDC,inflamFB,191,0.19223049475254422,0.030248116520963042,0.114166168559474
939,cDC,lipidMacr,11,0.20169126089073303,0.36247889956550816,0.00657501494321578
940,cDC,myoFB,1,-2.722963614193625,0.9986697090914122,0.0005977286312014345
941,cDC,pDC,12,1.9379477397608298,0.00010137752882810602,0.007172743574417215
942,cDC,papiFB,126,0.46959758369171734,0.00019473395319613562,0.07531380753138076
943,cDC,retiFB,470,-0.34721195678706074,0.999999999987885,0.28093245666467426
944,cDC,trMacr,329,1.775270387696977,0.0,0.19665271966527198
945,cMono,AntiInfMacr,50,1.3546017502264922,4.809246001435952e-09,0.01882530120481928
946,cMono,Bas-I,0,-inf,1.0,0.0
947,cMono,Bas-II,6,-1.6742347049708965,0.9998703302914197,0.002259036144578313
948,cMono,Bas-inflamed,7,-0.5824263934445931,0.8982642131468941,0.0026355421686746986
949,cMono,Bas-mig,2,-2.284288186654883,0.9993864443598013,0.0007530120481927711
950,cMono,Bas-prolif,42,-0.26088358231993963,0.8985625740774136,0.01581325301204819
951,cMono,CD4_T,32,1.8621979018226011,1.0713659959193933e-09,0.012048192771084338
952,cMono,CD8_T,18,1.465633062615236,0.00014765095833579878,0.00677710843373494
953,cMono,DS,2,-1.170468287097721,0.9394266124564188,0.0007530120481927711
954,cMono,EC,142,-0.1326743060000886,0.8806284768379818,0.053463855421686746
955,cMono,FB_APOD,4,-0.46193110125803233,0.8001491630387194,0.0015060240963855422
956,cMono,Gra-I,5,-2.4008365040111928,0.99999992900162,0.0018825301204819277
957,cMono,HF-CL,1,-0.10437909663994852,0.6594042943719866,0.00037650602409638556
958,cMono,HF-HS,0,-inf,1.0,0.0
959,cMono,HF-IRS,8,0.8081580621097118,0.09183954478585954,0.0030120481927710845
960,cMono,HF-Matrix,15,0.1514598077896414,0.37704127154813016,0.005647590361445783
961,cMono,HF-ORSB,6,-2.115606352063203,0.9999994476612433,0.002259036144578313
962,cMono,HF-TAC,5,0.8956209033600515,0.13482371749200794,0.0018825301204819277
963,cMono,MELAN,4,0.6476933899164657,0.2536447179809165,0.0015060240963855422
964,cMono,Mast,44,1.5476975999397444,8.271741069876271e-10,0.016566265060240965
965,cMono,Mural,141,-1.0944327553936606,1.0,0.05308734939759036
966,cMono,SCH,1,-0.9117340186975528,0.8481922231765676,0.00037650602409638556
967,cMono,Spi-I,24,-2.258353277594932,1.0,0.009036144578313253
968,cMono,Spi-mig,0,-inf,1.0,0.0
969,cMono,Sweat Gland,9,0.03212290326491328,0.518323831822531,0.00338855421686747
970,cMono,actiFB,222,-0.09214242412105132,0.8493867019380315,0.08358433734939759
971,cMono,cDC,26,2.1697958667990456,5.159935811960281e-10,0.009789156626506024
972,cMono,cMono,55,2.5580395441612036,0.0,0.020707831325301206
973,cMono,inflamFB,413,0.6379819368276689,0.0,0.15549698795180722
974,cMono,lipidMacr,26,0.7758816590859559,0.00691577340852112,0.009789156626506024
975,cMono,myoFB,0,-inf,1.0,0.0
976,cMono,pDC,11,1.145599156368399,0.012964030364743917,0.004141566265060241
977,cMono,papiFB,229,0.6647037469801725,1.1807776978400852e-11,0.08621987951807229
978,cMono,retiFB,666,-0.5111682375893705,1.0,0.2507530120481928
979,cMono,trMacr,440,1.527868626177823,0.0,0.16566265060240964
980,inflamFB,AntiInfMacr,528,-0.1399701861593581,0.9920158718036469,0.006680838141512299
981,inflamFB,Bas-I,32,-2.5994018047966554,1.0,0.0004048992813037757
982,inflamFB,Bas-II,220,-1.372947358136972,1.0,0.002783682558963458
983,inflamFB,Bas-inflamed,94,-1.7303023297941387,1.0,0.0011893916388298412
984,inflamFB,Bas-mig,60,-2.2725074570159434,1.0,0.0007591861524445794
985,inflamFB,Bas-prolif,1106,-0.4371752008335717,1.0,0.013994331410061747
986,inflamFB,CD4_T,394,0.5891398553093983,1.1102230246251565e-16,0.004985322401052738
987,inflamFB,CD8_T,276,0.5091226519815137,2.2625038509360706e-09,0.0034922563012450654
988,inflamFB,DS,142,0.08416896643738189,0.24373236387456065,0.0017967405607855046
